,Mot1,Mot2,Cat1,Cat2,Sem1,Sem2
88195,surenchérisseuse,surenchérir,Ncfs,Vmn----,@AGF,@
88196,surenchérisseuse,surenchérissement,Ncfs,Ncms,@AGF,@ACT
88197,surenchérisseuse,surenchérissement,Ncfs,Ncms,@AGF,@RES
88198,surenchérisseuse,surenchérisseur,Ncfs,Ncms,@AGF,@AGM
88303,surfaceuse,surfaçage,Ncfs,Ncms,@AGF,@ACT
88304,surfaceuse,surfaçage,Ncfs,Ncms,@AGF,@RES
88305,surfaceuse,surfacer,Ncfs,Vmn----,@AGF,@
88324,surfeur,surfer,Ncms,Vmn----,@AGM,@
88325,surfeuse,surfer,Ncfs,Vmn----,@AGF,@
88345,surgélateur,surgélation,Ncms,Ncfs,@AGM,@ACT
88346,surgélateur,surgélation,Ncms,Ncfs,@AGM,@RES
88347,surgélateur,surgeler,Ncms,Vmn----,@AGM,@
88357,surgénérateur,surgénération,Ncms,Ncfs,@AGM,@ACT
88358,surgénérateur,surgénération,Ncms,Ncfs,@AGM,@RES
88423,surineur,suriner,Ncms,Vmn----,@AGM,@
88424,surineur,suriner,Ncms,Vmn----,@AGM,@
88464,surligneur,surligner,Ncms,Vmn----,@AGM,@
88465,surligneur,surligner,Ncms,Vmn----,@AGM,@
88593,surrégénérateur,surrégénération,Ncms,Ncfs,@AGM,@ACT
88594,surrégénérateur,surrégénération,Ncms,Ncfs,@AGM,@RES
88721,survolteur,survoltage,Ncms,Ncms,@AGM,@ACT
88722,survolteur,survoltage,Ncms,Ncms,@AGM,@RES
88723,survolteur,survolter,Ncms,Vmn----,@AGM,@
88724,survolteur,survolter,Ncms,Vmn----,@AGM,@
88725,suscitateur,suscitation,Ncms,Ncfs,@AGM,@ACT
88726,suscitateur,suscitation,Ncms,Ncfs,@AGM,@RES
88727,suscitateur,suscitatrice,Ncms,Ncfs,@AGM,@AGF
88728,suscitateur,susciter,Ncms,Vmn----,@AGM,@
88738,suscitatrice,suscitateur,Ncfs,Ncms,@AGF,@AGM
88739,suscitatrice,suscitation,Ncfs,Ncfs,@AGF,@ACT
88740,suscitatrice,suscitation,Ncfs,Ncfs,@AGF,@RES
88741,suscitatrice,susciter,Ncfs,Vmn----,@AGF,@
88756,suspenseur,suspendre,Ncms,Vmn----,@AGM,@
88757,suspenseur,suspensif,Ncms,Afpms,@AGM,@PRP
88758,suspenseur,suspension,Ncms,Ncfs,@AGM,@ACT
88759,suspenseur,suspension,Ncms,Ncfs,@AGM,@RES
88792,sustenteur,sustentation,Ncms,Ncfs,@AGM,@ACT
88793,sustenteur,sustentation,Ncms,Ncfs,@AGM,@RES
88794,sustenteur,sustenter,Ncms,Vmn----,@AGM,@
88795,sustenteur,sustenter,Ncms,Vmn----,@AGM,@
88842,sylviculteur,sylviculture,Ncms,Ncfs,@AGM,@ACT
88843,sylviculteur,sylviculture,Ncms,Ncfs,@AGM,@RES
88870,symétriseur,symétrisation,Ncms,Ncfs,@AGM,@ACT
88871,symétriseur,symétrisation,Ncms,Ncfs,@AGM,@RES
88872,symétriseur,symétriser,Ncms,Vmn----,@AGM,@
88873,symétriseur,symétriser,Ncms,Vmn----,@AGM,@
88874,synchronisateur,synchronisation,Ncms,Ncfs,@AGM,@ACT
88875,synchronisateur,synchronisation,Ncms,Ncfs,@AGM,@RES
88876,synchronisateur,synchroniser,Ncms,Vmn----,@AGM,@
88877,synchronisateur,synchroniser,Ncms,Vmn----,@AGM,@
88878,synchronisateur,synchroniseur,Ncms,Ncms,@AGM,@AGM
88879,synchronisateur,synchroniseuse,Ncms,Ncfs,@AGM,@AGF
88900,synchroniseur,synchronisateur,Ncms,Ncms,@AGM,@AGM
88901,synchroniseur,synchronisation,Ncms,Ncfs,@AGM,@ACT
88902,synchroniseur,synchronisation,Ncms,Ncfs,@AGM,@RES
88903,synchroniseur,synchroniser,Ncms,Vmn----,@AGM,@
88904,synchroniseur,synchroniser,Ncms,Vmn----,@AGM,@
88905,synchroniseur,synchroniseuse,Ncms,Ncfs,@AGM,@AGF
88906,synchroniseuse,synchronisateur,Ncfs,Ncms,@AGF,@AGM
88907,synchroniseuse,synchroniser,Ncfs,Vmn----,@AGF,@
88908,synchroniseuse,synchroniser,Ncfs,Vmn----,@AGF,@
88909,synchroniseuse,synchroniseur,Ncfs,Ncms,@AGF,@AGM
88943,synthétiseur,synthétiser,Ncms,Vmn----,@AGM,@
88994,tableur,tabler,Ncms,Vmn----,@AGM,@
88995,tableur,tabler,Ncms,Vmn----,@AGM,@
89006,tabulateur,tabulation,Ncms,Ncfs,@AGM,@ACT
89007,tabulateur,tabulation,Ncms,Ncfs,@AGM,@RES
89008,tabulateur,tabulatrice,Ncms,Ncfs,@AGM,@AGF
89009,tabulateur,tabuler,Ncms,Vmn----,@AGM,@
89010,tabulateur,tabuler,Ncms,Vmn----,@AGM,@
89020,tabulatrice,tabulateur,Ncfs,Ncms,@AGF,@AGM
89021,tabulatrice,tabulation,Ncfs,Ncfs,@AGF,@ACT
89022,tabulatrice,tabulation,Ncfs,Ncfs,@AGF,@RES
89023,tabulatrice,tabuler,Ncfs,Vmn----,@AGF,@
89024,tabulatrice,tabuler,Ncfs,Vmn----,@AGF,@
89044,taffeur,taf,Ncms,Ncms,@AGM,@ACT
89045,taffeur,taf,Ncms,Ncms,@AGM,@RES
89046,taffeur,taffeuse,Ncms,Ncfs,@AGM,@AGF
89047,taffeuse,taf,Ncfs,Ncms,@AGF,@ACT
89048,taffeuse,taf,Ncfs,Ncms,@AGF,@RES
89049,taffeuse,taffeur,Ncfs,Ncms,@AGF,@AGM
89076,tailleur,taillage,Ncms,Ncms,@AGM,@ACT
89077,tailleur,taillage,Ncms,Ncms,@AGM,@RES
89078,tailleur,tailler,Ncms,Vmn----,@AGM,@
89079,tailleur,tailler,Ncms,Vmn----,@AGM,@
89080,tailleur,tailleuse,Ncms,Ncfs,@AGM,@AGF
89081,tailleuse,taillage,Ncfs,Ncms,@AGF,@ACT
89082,tailleuse,taillage,Ncfs,Ncms,@AGF,@RES
89083,tailleuse,tailler,Ncfs,Vmn----,@AGF,@
89084,tailleuse,tailler,Ncfs,Vmn----,@AGF,@
89085,tailleuse,tailleur,Ncfs,Ncms,@AGF,@AGM
89147,talonneur,talonnage,Ncms,Ncms,@AGM,@ACT
89148,talonneur,talonnage,Ncms,Ncms,@AGM,@RES
89149,talonneur,talonnement,Ncms,Ncms,@AGM,@ACT
89150,talonneur,talonnement,Ncms,Ncms,@AGM,@RES
89151,talonneur,talonner,Ncms,Vmn----,@AGM,@
89152,talonneur,talonner,Ncms,Vmn----,@AGM,@
89198,tambourineur,tambourinage,Ncms,Ncms,@AGM,@ACT
89199,tambourineur,tambourinage,Ncms,Ncms,@AGM,@RES
89200,tambourineur,tambourinement,Ncms,Ncms,@AGM,@ACT
89201,tambourineur,tambourinement,Ncms,Ncms,@AGM,@RES
89202,tambourineur,tambouriner,Ncms,Vmn----,@AGM,@
89203,tambourineur,tambouriner,Ncms,Vmn----,@AGM,@
89230,tamiseur,tamisage,Ncms,Ncms,@AGM,@ACT
89231,tamiseur,tamisage,Ncms,Ncms,@AGM,@RES
89232,tamiseur,tamiser,Ncms,Vmn----,@AGM,@
89233,tamiseur,tamiseuse,Ncms,Ncfs,@AGM,@AGF
89234,tamiseuse,tamisage,Ncfs,Ncms,@AGF,@ACT
89235,tamiseuse,tamisage,Ncfs,Ncms,@AGF,@RES
89236,tamiseuse,tamiser,Ncfs,Vmn----,@AGF,@
89237,tamiseuse,tamiseur,Ncfs,Ncms,@AGF,@AGM
89273,tamponneur,tamponnage,Ncms,Ncms,@AGM,@ACT
89274,tamponneur,tamponnage,Ncms,Ncms,@AGM,@RES
89275,tamponneur,tamponnement,Ncms,Ncms,@AGM,@ACT
89276,tamponneur,tamponnement,Ncms,Ncms,@AGM,@RES
89277,tamponneur,tamponner,Ncms,Vmn----,@AGM,@
89278,tamponneur,tamponner,Ncms,Vmn----,@AGM,@
89279,tamponneur,tamponneuse,Ncms,Ncfs,@AGM,@AGF
89280,tamponneuse,tamponnage,Ncfs,Ncms,@AGF,@ACT
89281,tamponneuse,tamponnage,Ncfs,Ncms,@AGF,@RES
89282,tamponneuse,tamponnement,Ncfs,Ncms,@AGF,@ACT
89283,tamponneuse,tamponnement,Ncfs,Ncms,@AGF,@RES
89284,tamponneuse,tamponner,Ncfs,Vmn----,@AGF,@
89285,tamponneuse,tamponneur,Ncfs,Ncms,@AGF,@AGM
89300,tangueur,tanguer,Ncms,Vmn----,@AGM,@
89301,tangueur,tanguer,Ncms,Vmn----,@AGM,@
89314,tankeur,tank,Ncms,Ncms,@AGM,@ACT
89315,tankeur,tank,Ncms,Ncms,@AGM,@RES
89332,tanneur,tannage,Ncms,Ncms,@AGM,@ACT
89333,tanneur,tannage,Ncms,Ncms,@AGM,@RES
89334,tanneur,tanner,Ncms,Vmn----,@AGM,@
89335,tanneur,tanner,Ncms,Vmn----,@AGM,@
89359,tapageur,tapager,Ncms,Vmn----,@AGM,@
89360,tapageur,tapager,Ncms,Vmn----,@AGM,@
89361,tapageur,tapageuse,Ncms,Ncfs,@AGM,@AGF
89362,tapageuse,tapager,Ncfs,Vmn----,@AGF,@
89363,tapageuse,tapager,Ncfs,Vmn----,@AGF,@
89364,tapageuse,tapageur,Ncfs,Ncms,@AGF,@AGM
89394,tapeur,tapage,Ncms,Ncms,@AGM,@ACT
89395,tapeur,tapage,Ncms,Ncms,@AGM,@RES
89396,tapeur,tapement,Ncms,Ncms,@AGM,@ACT
89397,tapeur,tapement,Ncms,Ncms,@AGM,@RES
89398,tapeur,taper,Ncms,Vmn----,@AGM,@
89399,tapeur,taper,Ncms,Vmn----,@AGM,@
89400,tapeur,tapeuse,Ncms,Ncfs,@AGM,@AGF
89401,tapeuse,tapage,Ncfs,Ncms,@AGF,@ACT
89402,tapeuse,tapage,Ncfs,Ncms,@AGF,@RES
89403,tapeuse,tapement,Ncfs,Ncms,@AGF,@ACT
89404,tapeuse,tapement,Ncfs,Ncms,@AGF,@RES
89405,tapeuse,taper,Ncfs,Vmn----,@AGF,@
89406,tapeuse,taper,Ncfs,Vmn----,@AGF,@
89407,tapeuse,tapeur,Ncfs,Ncms,@AGF,@AGM
89414,tapineuse,tapiner,Ncfs,Vmn----,@AGF,@
89415,tapineuse,tapiner,Ncfs,Vmn----,@AGF,@
89458,tapoteur,tapotage,Ncms,Ncms,@AGM,@ACT
89459,tapoteur,tapotage,Ncms,Ncms,@AGM,@RES
89460,tapoteur,tapotement,Ncms,Ncms,@AGM,@ACT
89461,tapoteur,tapotement,Ncms,Ncms,@AGM,@RES
89462,tapoteur,tapoter,Ncms,Vmn----,@AGM,@
89463,tapoteur,tapoter,Ncms,Vmn----,@AGM,@
89464,tapoteur,tapoteuse,Ncms,Ncfs,@AGM,@AGF
89465,tapoteuse,tapotage,Ncfs,Ncms,@AGF,@ACT
89466,tapoteuse,tapotage,Ncfs,Ncms,@AGF,@RES
89467,tapoteuse,tapotement,Ncfs,Ncms,@AGF,@ACT
89468,tapoteuse,tapotement,Ncfs,Ncms,@AGF,@RES
89469,tapoteuse,tapoter,Ncfs,Vmn----,@AGF,@
89470,tapoteuse,tapoter,Ncfs,Vmn----,@AGF,@
89471,tapoteuse,tapoteur,Ncfs,Ncms,@AGF,@AGM
89493,taquineur,taquinage,Ncms,Ncms,@AGM,@ACT
89494,taquineur,taquinage,Ncms,Ncms,@AGM,@RES
89495,taquineur,taquiner,Ncms,Vmn----,@AGM,@
89496,taquineur,taquiner,Ncms,Vmn----,@AGM,@
89497,taquineur,taquineuse,Ncms,Ncfs,@AGM,@AGF
89498,taquineuse,taquinage,Ncfs,Ncms,@AGF,@ACT
89499,taquineuse,taquinage,Ncfs,Ncms,@AGF,@RES
89500,taquineuse,taquiner,Ncfs,Vmn----,@AGF,@
89501,taquineuse,taquineur,Ncfs,Ncms,@AGF,@AGM
89547,taraudeur,taraudage,Ncms,Ncms,@AGM,@ACT
89548,taraudeur,taraudage,Ncms,Ncms,@AGM,@RES
89549,taraudeur,tarauder,Ncms,Vmn----,@AGM,@
89550,taraudeur,tarauder,Ncms,Vmn----,@AGM,@
89551,taraudeur,taraudeuse,Ncms,Ncfs,@AGM,@AGF
89552,taraudeuse,taraudage,Ncfs,Ncms,@AGF,@ACT
89553,taraudeuse,taraudage,Ncfs,Ncms,@AGF,@RES
89554,taraudeuse,tarauder,Ncfs,Vmn----,@AGF,@
89555,taraudeuse,tarauder,Ncfs,Vmn----,@AGF,@
89556,taraudeuse,taraudeur,Ncfs,Ncms,@AGF,@AGM
89599,tarisseur,tarir,Ncms,Vmn----,@AGM,@
89600,tarisseur,tarir,Ncms,Vmn----,@AGM,@
89601,tarisseur,tarissement,Ncms,Ncms,@AGM,@ACT
89602,tarisseur,tarissement,Ncms,Ncms,@AGM,@RES
89631,tartouilleur,tartouillage,Ncms,Ncms,@AGM,@ACT
89632,tartouilleur,tartouillage,Ncms,Ncms,@AGM,@RES
89633,tartouilleur,tartouiller,Ncms,Vmn----,@AGM,@
89634,tartouilleur,tartouiller,Ncms,Vmn----,@AGM,@
89679,tâteur,tâtement,Ncms,Ncms,@AGM,@ACT
89680,tâteur,tâtement,Ncms,Ncms,@AGM,@RES
89681,tâteur,tâter,Ncms,Vmn----,@AGM,@
89682,tâteur,tâter,Ncms,Vmn----,@AGM,@
89683,tâteur,tâteuse,Ncms,Ncfs,@AGM,@AGF
89684,tâteuse,tâtement,Ncfs,Ncms,@AGF,@ACT
89685,tâteuse,tâtement,Ncfs,Ncms,@AGF,@RES
89686,tâteuse,tâter,Ncfs,Vmn----,@AGF,@
89687,tâteuse,tâter,Ncfs,Vmn----,@AGF,@
89688,tâteuse,tâteur,Ncfs,Ncms,@AGF,@AGM
89745,tâtonneur,tâtonnement,Ncms,Ncms,@AGM,@ACT
89746,tâtonneur,tâtonnement,Ncms,Ncms,@AGM,@RES
89747,tâtonneur,tâtonner,Ncms,Vmn----,@AGM,@
89748,tâtonneur,tâtonner,Ncms,Vmn----,@AGM,@
89749,tâtonneur,tâtonneuse,Ncms,Ncfs,@AGM,@AGF
89750,tâtonneuse,tâtonnement,Ncfs,Ncms,@AGF,@ACT
89751,tâtonneuse,tâtonnement,Ncfs,Ncms,@AGF,@RES
89752,tâtonneuse,tâtonner,Ncfs,Vmn----,@AGF,@
89753,tâtonneuse,tâtonner,Ncfs,Vmn----,@AGF,@
89754,tâtonneuse,tâtonneur,Ncfs,Ncms,@AGF,@AGM
89773,tatoueur,tatouage,Ncms,Ncms,@AGM,@ACT
89774,tatoueur,tatouage,Ncms,Ncms,@AGM,@RES
89775,tatoueur,tatouer,Ncms,Vmn----,@AGM,@
89776,tatoueur,tatouer,Ncms,Vmn----,@AGM,@
89777,tatoueur,tatoueuse,Ncms,Ncfs,@AGM,@AGF
89778,tatoueuse,tatouage,Ncfs,Ncms,@AGF,@ACT
89779,tatoueuse,tatouage,Ncfs,Ncms,@AGF,@RES
89780,tatoueuse,tatouer,Ncfs,Vmn----,@AGF,@
89781,tatoueuse,tatouer,Ncfs,Vmn----,@AGF,@
89782,tatoueuse,tatoueur,Ncfs,Ncms,@AGF,@AGM
89800,taxateur,taxer,Ncms,Vmn----,@AGM,@
89810,taxatrice,taxer,Ncfs,Vmn----,@AGF,@
89868,teilleur,teillage,Ncms,Ncms,@AGM,@ACT
89869,teilleur,teillage,Ncms,Ncms,@AGM,@RES
89870,teilleur,teiller,Ncms,Vmn----,@AGM,@
89871,teilleur,teiller,Ncms,Vmn----,@AGM,@
89872,teilleur,teilleuse,Ncms,Ncfs,@AGM,@AGF
89873,teilleuse,teillage,Ncfs,Ncms,@AGF,@ACT
89874,teilleuse,teillage,Ncfs,Ncms,@AGF,@RES
89875,teilleuse,teiller,Ncfs,Vmn----,@AGF,@
89876,teilleuse,teilleur,Ncfs,Ncms,@AGF,@AGM
89896,télécopieur,télécopier,Ncms,Vmn----,@AGM,@
89899,télédétecteur,télédétection,Ncms,Ncfs,@AGM,@ACT
89900,télédétecteur,télédétection,Ncms,Ncfs,@AGM,@RES
89945,télémanipulateur,télémanipulation,Ncms,Ncfs,@AGM,@ACT
89946,télémanipulateur,télémanipulation,Ncms,Ncfs,@AGM,@RES
89956,télémétreur,télémétrer,Ncms,Vmn----,@AGM,@
89957,télémétreur,télémétreuse,Ncms,Ncfs,@AGM,@AGF
89958,télémétreuse,télémétrer,Ncfs,Vmn----,@AGF,@
89959,télémétreuse,télémétrer,Ncfs,Vmn----,@AGF,@
89960,télémétreuse,télémétreur,Ncfs,Ncms,@AGF,@AGM
89977,téléphoneur,téléphonage,Ncms,Ncms,@AGM,@ACT
89978,téléphoneur,téléphonage,Ncms,Ncms,@AGM,@RES
89979,téléphoneur,téléphoner,Ncms,Vmn----,@AGM,@
89980,téléphoneur,téléphoner,Ncms,Vmn----,@AGM,@
90005,téléspectateur,téléspectatrice,Ncms,Ncfs,@AGM,@AGF
90006,téléspectatrice,téléspectateur,Ncfs,Ncms,@AGF,@AGM
90025,téléviseur,téléviser,Ncms,Vmn----,@AGM,@
90026,téléviseur,téléviser,Ncms,Vmn----,@AGM,@
90027,téléviseur,télévision,Ncms,Ncfs,@AGM,@ACT
90028,téléviseur,télévision,Ncms,Ncfs,@AGM,@RES
90057,temporisateur,temporisation,Ncms,Ncfs,@AGM,@ACT
90058,temporisateur,temporisation,Ncms,Ncfs,@AGM,@RES
90059,temporisateur,temporisatrice,Ncms,Ncfs,@AGM,@AGF
90060,temporisateur,temporiser,Ncms,Vmn----,@AGM,@
90061,temporisateur,temporiser,Ncms,Vmn----,@AGM,@
90062,temporisateur,temporiseur,Ncms,Ncms,@AGM,@AGM
90074,temporisatrice,temporisateur,Ncfs,Ncms,@AGF,@AGM
90075,temporisatrice,temporisation,Ncfs,Ncfs,@AGF,@ACT
90076,temporisatrice,temporisation,Ncfs,Ncfs,@AGF,@RES
90077,temporisatrice,temporiser,Ncfs,Vmn----,@AGF,@
90078,temporisatrice,temporiser,Ncfs,Vmn----,@AGF,@
90079,temporisatrice,temporiseur,Ncfs,Ncms,@AGF,@AGM
90103,temporiseur,temporisateur,Ncms,Ncms,@AGM,@AGM
90104,temporiseur,temporisation,Ncms,Ncfs,@AGM,@ACT
90105,temporiseur,temporisation,Ncms,Ncfs,@AGM,@RES
90106,temporiseur,temporisatrice,Ncms,Ncfs,@AGM,@AGF
90107,temporiseur,temporisement,Ncms,Ncms,@AGM,@ACT
90108,temporiseur,temporisement,Ncms,Ncms,@AGM,@RES
90109,temporiseur,temporiser,Ncms,Vmn----,@AGM,@
90110,temporiseur,temporiser,Ncms,Vmn----,@AGM,@
90129,tenailleur,tenaillement,Ncms,Ncms,@AGM,@ACT
90130,tenailleur,tenaillement,Ncms,Ncms,@AGM,@RES
90131,tenailleur,tenailler,Ncms,Vmn----,@AGM,@
90132,tenailleur,tenailler,Ncms,Vmn----,@AGM,@
90133,tenailleur,tenailleuse,Ncms,Ncfs,@AGM,@AGF
90134,tenailleuse,tenaillement,Ncfs,Ncms,@AGF,@ACT
90135,tenailleuse,tenaillement,Ncfs,Ncms,@AGF,@RES
90136,tenailleuse,tenailler,Ncfs,Vmn----,@AGF,@
90137,tenailleuse,tenailler,Ncfs,Vmn----,@AGF,@
90138,tenailleuse,tenailleur,Ncfs,Ncms,@AGF,@AGM
90150,tendeur,tendage,Ncms,Ncms,@AGM,@ACT
90151,tendeur,tendage,Ncms,Ncms,@AGM,@RES
90152,tendeur,tendeuse,Ncms,Ncfs,@AGM,@AGF
90153,tendeur,tendre,Ncms,Vmn----,@AGM,@
90154,tendeur,tendre,Ncms,Vmn----,@AGM,@
90155,tendeuse,tendage,Ncfs,Ncms,@AGF,@ACT
90156,tendeuse,tendage,Ncfs,Ncms,@AGF,@RES
90157,tendeuse,tendeur,Ncfs,Ncms,@AGF,@AGM
90158,tendeuse,tendre,Ncfs,Vmn----,@AGF,@
90159,tendeuse,tendre,Ncfs,Vmn----,@AGF,@
90175,tendreur,tendre,Ncfs,Ncms,@AGM,@ACT
90176,tendreur,tendre,Ncfs,Ncms,@AGM,@RES
90177,teneur,teneuse,Ncms,Ncfs,@AGM,@AGF
90178,teneur,tenir,Ncms,Vmn----,@AGM,@
90179,teneuse,teneur,Ncfs,Ncms,@AGF,@AGM
90180,teneuse,tenir,Ncfs,Vmn----,@AGF,@
90188,tenonneuse,tenonner,Ncfs,Vmn----,@AGF,@
90189,tenonneuse,tenonner,Ncfs,Vmn----,@AGF,@
90190,tenseur,tension,Ncms,Ncfs,@AGM,@ACT
90191,tenseur,tension,Ncms,Ncfs,@AGM,@RES
90203,tentateur,tentatif,Ncms,Afpms,@AGM,@PRP
90204,tentateur,tentation,Ncms,Ncfs,@AGM,@ACT
90205,tentateur,tentation,Ncms,Ncfs,@AGM,@RES
90206,tentateur,tentatrice,Ncms,Ncfs,@AGM,@AGF
90207,tentateur,tenter,Ncms,Vmn----,@AGM,@
90208,tentateur,tenter,Ncms,Vmn----,@AGM,@
90232,tentatrice,tentateur,Ncfs,Ncms,@AGF,@AGM
90233,tentatrice,tentatif,Ncfs,Afpms,@AGF,@PRP
90234,tentatrice,tentation,Ncfs,Ncfs,@AGF,@ACT
90235,tentatrice,tentation,Ncfs,Ncfs,@AGF,@RES
90236,tentatrice,tenter,Ncfs,Vmn----,@AGF,@
90237,tentatrice,tenter,Ncfs,Vmn----,@AGF,@
90291,terminateur,terminage,Ncms,Ncms,@AGM,@ACT
90292,terminateur,terminage,Ncms,Ncms,@AGM,@RES
90293,terminateur,terminatif,Ncms,Afpms,@AGM,@PRP
90294,terminateur,terminer,Ncms,Vmn----,@AGM,@
90295,terminateur,terminer,Ncms,Vmn----,@AGM,@
90359,terroriseur,terrorisation,Ncms,Ncfs,@AGM,@ACT
90360,terroriseur,terrorisation,Ncms,Ncfs,@AGM,@RES
90361,terroriseur,terroriser,Ncms,Vmn----,@AGM,@
90362,terroriseur,terroriser,Ncms,Vmn----,@AGM,@
90371,testateur,testatrice,Ncms,Ncfs,@AGM,@AGF
90372,testateur,tester,Ncms,Vmn----,@AGM,@
90373,testatrice,testateur,Ncfs,Ncms,@AGF,@AGM
90374,testatrice,tester,Ncfs,Vmn----,@AGF,@
90386,testeur,tester,Ncms,Vmn----,@AGM,@
90387,testeur,tester,Ncms,Vmn----,@AGM,@
90388,testeur,testeuse,Ncms,Ncfs,@AGM,@AGF
90389,testeuse,testage,Ncfs,Ncms,@AGF,@ACT
90390,testeuse,testage,Ncfs,Ncms,@AGF,@RES
90391,testeuse,tester,Ncfs,Vmn----,@AGF,@
90392,testeuse,testeur,Ncfs,Ncms,@AGF,@AGM
90409,téteur,téter,Ncms,Vmn----,@AGM,@
90410,téteur,téteuse,Ncms,Ncfs,@AGM,@AGF
90411,téteuse,téter,Ncfs,Vmn----,@AGF,@
90412,téteuse,téteur,Ncfs,Ncms,@AGF,@AGM
90435,thanatopracteur,thanatopractrice,Ncms,Ncfs,@AGM,@AGF
90436,thanatopractrice,thanatopracteur,Ncfs,Ncms,@AGF,@AGM
90449,théâtreuse,théâtre,Ncfs,Ncms,@AGF,@ACT
90450,théâtreuse,théâtre,Ncfs,Ncms,@AGF,@RES
90487,thermorégulateur,thermorégulation,Ncms,Ncfs,@AGM,@ACT
90488,thermorégulateur,thermorégulation,Ncms,Ncfs,@AGM,@RES
90489,thermorégulateur,thermorégulatrice,Ncms,Ncfs,@AGM,@AGF
90496,thermorégulatrice,thermorégulateur,Ncfs,Ncms,@AGF,@AGM
90497,thermorégulatrice,thermorégulation,Ncfs,Ncfs,@AGF,@ACT
90498,thermorégulatrice,thermorégulation,Ncfs,Ncfs,@AGF,@RES
90499,thermorégulatrice,thermorégulation,Ncfs,Ncfs,@AGF,@ACT
90500,thermorégulatrice,thermorégulation,Ncfs,Ncfs,@AGF,@RES
90505,thésaurisateur,thésaurisation,Ncms,Ncfs,@AGM,@ACT
90506,thésaurisateur,thésaurisation,Ncms,Ncfs,@AGM,@RES
90507,thésaurisateur,thésaurisatrice,Ncms,Ncfs,@AGM,@AGF
90508,thésaurisateur,thésauriser,Ncms,Vmn----,@AGM,@
90509,thésaurisateur,thésauriser,Ncms,Vmn----,@AGM,@
90510,thésaurisateur,thésauriseur,Ncms,Ncms,@AGM,@AGM
90511,thésaurisateur,thésauriseuse,Ncms,Ncfs,@AGM,@AGF
90525,thésaurisatrice,thésaurisateur,Ncfs,Ncms,@AGF,@AGM
90526,thésaurisatrice,thésaurisation,Ncfs,Ncfs,@AGF,@ACT
90527,thésaurisatrice,thésaurisation,Ncfs,Ncfs,@AGF,@RES
90528,thésaurisatrice,thésauriser,Ncfs,Vmn----,@AGF,@
90529,thésaurisatrice,thésauriser,Ncfs,Vmn----,@AGF,@
90530,thésaurisatrice,thésauriseur,Ncfs,Ncms,@AGF,@AGM
90544,thésauriseur,thésaurisateur,Ncms,Ncms,@AGM,@AGM
90545,thésauriseur,thésaurisation,Ncms,Ncfs,@AGM,@ACT
90546,thésauriseur,thésaurisation,Ncms,Ncfs,@AGM,@RES
90547,thésauriseur,thésaurisatrice,Ncms,Ncfs,@AGM,@AGF
90548,thésauriseur,thésauriser,Ncms,Vmn----,@AGM,@
90549,thésauriseur,thésauriser,Ncms,Vmn----,@AGM,@
90550,thésauriseur,thésauriseuse,Ncms,Ncfs,@AGM,@AGF
90551,thésauriseuse,thésaurisateur,Ncfs,Ncms,@AGF,@AGM
90552,thésauriseuse,thésaurisation,Ncfs,Ncfs,@AGF,@ACT
90553,thésauriseuse,thésaurisation,Ncfs,Ncfs,@AGF,@RES
90554,thésauriseuse,thésauriser,Ncfs,Vmn----,@AGF,@
90555,thésauriseuse,thésauriser,Ncfs,Vmn----,@AGF,@
90556,thésauriseuse,thésauriseur,Ncfs,Ncms,@AGF,@AGM
90582,tierceur,tiercer,Ncms,Vmn----,@AGM,@
90583,tierceur,tiercer,Ncms,Vmn----,@AGM,@
90602,tilleur,tillage,Ncms,Ncms,@AGM,@ACT
90603,tilleur,tillage,Ncms,Ncms,@AGM,@RES
90604,tilleur,tiller,Ncms,Vmn----,@AGM,@
90605,tilleur,tiller,Ncms,Vmn----,@AGM,@
90606,tilleur,tilleuse,Ncms,Ncfs,@AGM,@AGF
90607,tilleuse,tillage,Ncfs,Ncms,@AGF,@ACT
90608,tilleuse,tillage,Ncfs,Ncms,@AGF,@RES
90609,tilleuse,tiller,Ncfs,Vmn----,@AGF,@
90610,tilleuse,tiller,Ncfs,Vmn----,@AGF,@
90611,tilleuse,tilleur,Ncfs,Ncms,@AGF,@AGM
90630,timbreur,timbrage,Ncms,Ncms,@AGM,@ACT
90631,timbreur,timbrage,Ncms,Ncms,@AGM,@RES
90632,timbreur,timbrer,Ncms,Vmn----,@AGM,@
90633,timbreur,timbrer,Ncms,Vmn----,@AGM,@
90634,timbreur,timbreuse,Ncms,Ncfs,@AGM,@AGF
90635,timbreuse,timbrage,Ncfs,Ncms,@AGF,@ACT
90636,timbreuse,timbrage,Ncfs,Ncms,@AGF,@RES
90637,timbreuse,timbrer,Ncfs,Vmn----,@AGF,@
90638,timbreuse,timbrer,Ncfs,Vmn----,@AGF,@
90639,timbreuse,timbreur,Ncfs,Ncms,@AGF,@AGM
90714,tirailleur,tiraillage,Ncms,Ncms,@AGM,@ACT
90715,tirailleur,tiraillage,Ncms,Ncms,@AGM,@RES
90716,tirailleur,tiraillement,Ncms,Ncms,@AGM,@ACT
90717,tirailleur,tiraillement,Ncms,Ncms,@AGM,@RES
90718,tirailleur,tirailler,Ncms,Vmn----,@AGM,@
90719,tirailleur,tirailler,Ncms,Vmn----,@AGM,@
90749,tireur,tirage,Ncms,Ncms,@AGM,@ACT
